JW_ID,ECK number,B number,Gene name K-12,Locus name K-12,Synonyms of locus names K-12,Solubility(%),Yield(uM),Yield(ug/ml),Minus Sol,TF Sol,GroE Sol,KJE Sol,Minus(uM),TF(uM),GroE(uM),KJE(uM),Minus(ug/ml),TF(ug/ml),GroE(ug/ml),KJE(ug/ml),Calculated MW(kDa),Calculated pI,Type of gene product,Gene product description,Cell location,Structure (PDB) id,SCOP assignment
JW1284,ECK1286,b1291,sapD,sapD,trkE,22.0,0.9,34.0,20.74,24.63,47.6,58.05,1.43,1.247,1.268,1.619,53.81,46.94,47.73,60.93,37.635,9.4,pt,predicted antimicrobial peptide transporter subunit ATP-binding component of ABC superfamily,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases
JW1286,ECK1288,b1293,sapB,sapB,,9.0,0.6,20.0,,,,,,,,,,,,,36.0,9.6,pt,predicted antimicrobial peptide transporter subunit membrane component of ABC superfamily,Integral Membrane Protein,,
JW1311,ECK1313,b1318,ycjV,ycjV,,11.0,1.0,34.0,9.68,21.04,70.24,60.64,1.602,1.781,1.751,1.978,57.23,63.64,62.56,70.68,35.733,8.82,pt,predicted sugar transporter subunit ATP-binding component of ABC superfamily,Cytoplasmic,,50331; MOP-like 52540; P-loop containing nucleotide triphosphate hydrolases
JW1315,ECK1318,b1322,ycjF,ycjF,,11.0,1.6,65.0,,,,,,,,,,,,,39.4,9.1,pm,conserved inner membrane protein,Integral Membrane Protein,,
JW1316,ECK1319,b1323,tyrR,tyrR,,47.0,0.5,28.0,,,,,,,,,,,,,57.6,6.0,r,"DNA-binding transcriptional dual regulator, tyrosine-binding",Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases 55021; Regulatory domain in the aminoacid metabolism 55785; PYP-like sensor domain
JW1322,ECK1326,b1329,mppA,mppA,ynaH,32.0,0.9,54.0,,,,,,,,,,,,,59.8,9.0,t,murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP) transporter subunit periplasmic-binding component of ABC superfamily,Periplasmic,,53850; Periplasmic binding protein-like II
JW1331,ECK1333,b1337,abgB,abgB,ydaI,49.0,0.5,24.0,,,,,,,,,,,,,52.1,5.9,pe,"predicted peptidase, aminobenzoyl-glutamate utilization protein",Cytoplasmic,,"53187; Zn-dependent exopeptidases 55031; Carboxypeptidase G2, dimerisation domain"
JW5205,ECK1334,b1338,abgA,abgA,ydaJ,31.0,0.4,18.0,,,,,,,,,,,,,46.5,5.9,pe,"predicted peptidase, aminobenzoyl-glutamate utilization protein",Cytoplasmic,,"53187; Zn-dependent exopeptidases 55031; Carboxypeptidase G2, dimerisation domain"
JW5206,ECK1338,b1341,ydaM,ydaM,,26.0,0.5,22.0,20.57,29.25,78.96,87.5,0.617,0.778,0.781,0.809,28.62,36.11,36.24,37.55,46.412,6.75,pr,"predicted diguanylate cyclase, GGDEF domain signalling protein",Cytoplasmic,,55785; PYP-like sensor domain
JW1336,ECK1339,b1342,ydaN,ydaN,,82.0,0.1,5.0,,,,,,,,,,,,,36.6,5.8,pt,predicted Zn(II) transporter,Integral Membrane Protein,,
JW1337,ECK1340,b1343,dbpA,dbpA,rhlC,13.0,0.8,41.0,15.71,22.15,50.94,102.95,1.043,0.981,0.882,0.831,51.23,48.2,43.35,40.86,49.142,7.81,e,ATP-dependent RNA helicase specific for 23S rRNA,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases
JW1361,ECK1365,b1368,ynaA,ynaA,,70.0,1.3,47.0,,,,,,,,,,,,,37.0,7.4,h,Rac prophage; predicted tail protein,Cytoplasmic,,
JW1387,ECK1389,b1392,paaE,paaE,ydbR,21.0,1.6,64.0,23.41,31.4,71.54,96.48,2.212,2.027,1.717,1.749,86.89,79.61,67.44,68.69,39.277,6.68,pe,predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation,Cytoplasmic,,"52343; Ferredoxin reductase-like, C-terminal NADP-linked domain 54292; 2Fe-2S ferredoxin-like 63380; Riboflavin synthase domain-like"
JW1392,ECK1394,b1397,paaJ,paaJ,ydbW,18.0,0.7,29.0,10.34,15.23,85.14,56.67,0.639,0.634,0.783,0.607,26.98,26.78,33.07,25.64,42.231,6.74,pe,predicted beta-ketoadipyl CoA thiolase,Cytoplasmic,,53901; Thiolase-like
JW1419,ECK1417,b1423,ydcJ,ydcJ,,16.0,0.6,32.0,11.56,21.07,69.99,81.33,0.992,0.843,1.185,0.982,50.59,42.98,60.39,50.08,50.982,5.71,o,conserved protein,Cytoplasmic,,
JW5228,ECK1426,b1432,ydcM,ydcM,,57.0,0.4,19.0,,,,,,,,,,,,,45.7,10.9,ph,predicted transposase,Cytoplasmic,,
JW1435,ECK1434,b1440,ydcS,ydcS,,16.0,0.7,31.0,,,,,,,,,,,,,42.3,7.8,pt,predicted spermidine/putrescine transporter subunit periplasmic-binding component of ABC superfamily,Periplasmic,,53850; Periplasmic binding protein-like II
JW1436,ECK1435,b1441,ydcT,ydcT,,26.0,0.2,6.0,27.83,76.13,116.33,97.93,0.317,0.328,0.455,0.358,11.72,12.15,16.83,13.26,37.002,7.8,pt,predicted spermidine/putrescine transporter subunit ATP-binding component of ABC superfamily,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases
JW1439,ECK1438,b1444,ydcW,ydcW,,20.0,0.6,32.0,9.96,24.77,43.99,66.3,1.146,0.883,1.621,1.148,58.17,44.84,82.29,58.3,50.774,6.08,e,medium chain aldehyde dehydrogenase,Cytoplasmic,,53720; ALDH-like
JW1447,ECK1446,b1452,yncE,yncE,,65.0,0.5,17.0,,,,,,,,,,,,,38.6,9.8,d,conserved protein,Periplasmic,,50969; Quinoprotein amine dehydrogenase catalytic subunit
JW1455,ECK1454,b1460,ydcC,ydcC,,24.0,0.8,33.0,16.99,44.29,26.01,67.17,1.017,0.383,0.841,1.17,43.76,16.5,36.18,50.34,43.044,7.5,d,conserved protein,Cytoplasmic,,
JW5241,ECK1484,b1490,yddV,yddV,,21.0,0.1,5.0,34.19,122.64,38.43,73.56,0.281,0.151,0.252,0.267,11.24,6.02,10.06,10.67,39.988,7.11,pr,predicted diguanylate cyclase,Cytoplasmic,,
JW1488,ECK1487,b1493,gadB,gadB,,15.0,0.5,27.0,11.5,38.07,46.68,93.53,0.655,0.246,0.637,0.74,34.44,12.92,33.51,38.94,52.604,5.75,e,"glutamate decarboxylase B, PLP-dependent",Cytoplasmic,1PMO,53383; PLP-dependent transferases
JW1492,ECK1491,b1497,ydeM,ydeM,,7.0,0.3,14.0,12.06,28.51,37.04,100.68,0.35,0.183,0.332,0.424,15.57,8.14,14.79,18.87,44.483,7.95,pr,conserved protein,Cytoplasmic,,
JW1499,ECK1498,b1505,ydeT,ydeT,,3.0,0.5,22.0,11.89,28.77,17.97,39.25,0.74,0.403,0.902,1.094,30.75,16.73,37.48,45.47,41.574,7.02,o,predicted protein,Cytoplasmic,,
JW1502,ECK1502,b1509,ydeU,ydeU,,4.0,1.0,48.0,6.68,64.77,16.03,72.18,0.851,0.341,0.803,1.145,42.94,17.2,40.53,57.83,50.485,6.19,su,"conserved protein, predicted pseudogene",Cytoplasmic,,51126; Pectin lyase-like
JW1506,ECK1506,b1513,ego,ego,lsrA -!- ydeX,17.0,0.6,33.0,15.98,25.29,63.69,56.82,0.907,0.765,0.942,0.74,50.58,42.67,52.55,41.26,55.766,7.59,t,fused AI2 transporter subunits ATP-binding components of ABC superfamily,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases 52540; P-loop containing nucleotide triphosphate hydrolases
JW1509,ECK1509,b1516,lsrB,lsrB,yneA,76.0,1.7,61.0,,,,,,,,,,,,,36.6,8.5,t,AI2 transporter periplasmic-binding component of ABC superfamily,Periplasmic,,53822; Periplasmic binding protein-like I
JW1514,ECK1514,b1521,uxaB,uxaB,,80.0,0.5,27.0,,,,,,,,,,,,,54.7,5.1,e,"altronate oxidoreductase, NAD-dependent",Cytoplasmic,,
JW5247,ECK1518,b1525,yneI,yneI,,56.0,1.1,53.0,,,,,,,,,,,,,49.7,6.0,pe,predicted aldehyde dehydrogenase,Cytoplasmic,,53720; ALDH-like
JW1520,ECK1520,b1527,yneK,yneK,,25.0,0.2,7.0,20.16,19.79,53.67,73.2,0.314,0.297,0.335,0.309,13.42,12.72,14.34,13.23,42.802,6.94,o,predicted protein,Cytoplasmic,,
JW1540,ECK1540,b1547,stfQ,stfQ,,12.0,0.6,20.0,18.32,42.57,37.77,104.3,0.757,0.741,0.943,0.888,24.91,24.37,31.0,29.19,32.882,8.23,h,Qin prophage; predicted side tail fibre assembly protein,Cytoplasmic,,
JW5263,ECK1587,b1592,clcB,clcB,mriT -!- ynfJ -!- yntJ,39.0,0.1,6.0,,,,,,,,,,,,,44.1,8.2,pt,predicted voltage-gated chloride channel,Integral Membrane Protein,,56869; Membrane all-alpha
JW1595,ECK1598,b1603,pntA,pntA,,111.0,0.3,17.0,,,,,,,,,,,,,54.6,6.4,e,"pyridine nucleotide transhydrogenase, alpha subunit",Integral Membrane Protein,,52283; Formate/glycerate dehydrogenase catalytic domain-like
JW1601,ECK1604,b1609,rstB,rstB,uspT,54.0,0.2,10.0,,,,,,,,,,,,,49.2,6.2,r,sensory histidine kinase in two-component regulatory system with RstA,Integral Membrane Protein,,47384; Homodimeric domain of signal transducing histidine kinase 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW1603,ECK1606,b1611,fumC,fumC,,65.0,1.0,49.0,,,,,,,,,,,,,50.4,6.6,e,"fumarate hydratase (fumarase C),aerobic Class II",Cytoplasmic,,48557; L-aspartase-like
JW1606,ECK1609,b1614,ydgA,ydgA,,26.0,1.0,56.0,,,,,,,,,,,,,54.6,5.5,o,conserved protein,Periplasmic,,
JW1607,ECK1610,b1615,uidC,uidC,gusC,4.0,0.5,24.0,,,,,,,,,,,,,46.6,9.6,pt,predicted outer membrane porin protein,Outer Membrane B-barrel protein,,
JW1632,ECK1636,b1640,ydhH,ydhH,,56.0,1.0,38.0,,,,,,,,,,,,,39.5,6.4,d,conserved protein,Cytoplasmic,,53067; Actin-like ATPase domain
JW1656,ECK1660,b1664,ydhQ,ydhQ,,106.0,0.6,27.0,,,,,,,,,,,,,42.8,4.4,d,conserved protein,Cytoplasmic,,51126; Pectin lyase-like
JW1668,ECK1674,b1678,ynhG,ynhG,,23.0,1.1,41.0,,,,,,,,,,,,,36.1,10.0,d,conserved protein,Periplasmic,,54106; LysM domain
JW1670,ECK1676,b1680,sufS,sufS,csdB -!- f406 -!- ynhB,11.0,0.6,25.0,6.66,10.5,67.79,53.41,0.936,0.878,0.794,0.803,41.56,38.98,35.26,35.65,44.39,6.28,e,"selenocysteine lyase, PLP-dependent",Cytoplasmic,1I29,53383; PLP-dependent transferases
JW1684,ECK1692,b1694,ydiF,ydiF,,34.0,0.5,28.0,,,,,,,,,,,,,57.5,6.1,pe,fused predicted acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit beta subunit,Cytoplasmic,,53316; Glutaconate-CoA transferase subunits 53316; Glutaconate-CoA transferase subunits
JW1689,ECK1697,b1699,ydiS,ydiS,,44.0,1.1,49.0,,,,,,,,,,,,,45.9,6.2,pc,"predicted oxidoreductase, FAD/NAD(P)-binding domain",Cytoplasmic,,51905; FAD/NAD(P)-binding domain
JW1694,ECK1702,b1704,aroH,aroH,,12.0,0.7,29.0,13.91,27.73,66.53,64.34,1.227,0.983,1.081,0.836,47.49,38.04,41.83,32.35,38.699,7.04,e,"3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tryptophan repressible",Cytoplasmic,,51569; Aldolase
JW1696,ECK1704,b1706,ydiU,ydiU,,1.0,0.5,29.0,1.16,14.72,44.59,43.27,1.066,1.097,0.977,0.917,57.92,59.58,53.08,49.81,54.322,5.94,o,conserved protein,Cytoplasmic,,
JW5277,ECK1712,b1714,pheS,pheS,phe-act,12.0,2.1,78.0,15.15,25.79,77.7,90.32,2.377,1.953,2.049,1.578,87.47,71.85,75.38,58.06,36.793,6.33,e,"phenylalanine tRNA synthetase, alpha subunit",Cytoplasmic,,46589; A class II aminoacyl-tRNA synthetase N-domain 55681; Class II aaRS and biotin synthetases
JW1710,ECK1718,b1721,arpB,arpB_2,,15.0,0.1,4.0,23.39,34.56,91.59,128.09,0.159,0.17,0.137,0.146,8.3,8.89,7.16,7.64,52.262,9.11,su,"predicted protein, C-ter fragment (pseudogene)",Cytoplasmic,,
JW1736,ECK1745,b1747,astA,astA,ydjV,12.0,1.4,52.0,13.16,28.56,65.06,73.83,1.01,1.081,1.046,1.061,38.79,41.52,40.17,40.74,38.416,6.62,e,arginine succinyltransferase,Cytoplasmic,,55729; Acyl-CoA N-acyltransferases (Nat)
JW1737,ECK1746,b1748,astC,astC,argM -!- cstC -!- ydjW,29.0,0.2,8.0,23.91,32.16,63.14,80.28,0.344,0.355,0.396,0.407,15.02,15.5,17.25,17.76,43.621,6.39,e,"succinylornithine transaminase, PLP-dependent",Cytoplasmic,,53383; PLP-dependent transferases
JW5284,ECK1752,b1754,ynjB,ynjB,,70.0,0.4,15.0,,,,,,,,,,,,,42.8,6.5,d,conserved protein,Periplasmic,,53850; Periplasmic binding protein-like II
JW5287,ECK1755,b1757,ynjE,ynjE,,41.0,1.2,59.0,,,,,,,,,,,,,48.2,6.7,pe,predicted thiosulfate sulfur transferase,Periplasmic,,52821; Rhodanese/Cell cycle control phosphatase
JW1750,ECK1759,b1761,gdhA,gdhA,,22.0,0.8,37.0,14.36,34.9,40.13,73.89,0.898,0.928,1.15,1.046,43.56,45.04,55.83,50.75,48.53,6.53,e,"glutamate dehydrogenase, NADP-specific",Cytoplasmic,,"51735; NAD(P)-binding Rossmann-fold domains 53223; Aminoacid dehydrogenase-like, N-terminal domain"
JW5288,ECK1760,b1762,ynjI,ynjI,,5.0,0.7,27.0,,,,,,,,,,,,,40.3,7.2,pm,predicted inner membrane protein,Integral Membrane Protein,,
JW1756,ECK1765,b1767,ansA,ansA,,86.0,1.3,50.0,,,,,,,,,,,,,37.1,6.1,e,cytoplasmic L-asparaginase I,Cytoplasmic,,53774; Glutaminase/Asparaginase
JW1789,ECK1798,b1800,yeaU,yeaU,ttuC,11.0,1.2,47.0,9.21,12.87,49.04,54.56,1.01,1.261,1.199,1.3,40.68,50.76,48.27,52.34,40.266,5.83,pe,predicted dehydrogenase,Cytoplasmic,,53659; Isocitrate & isopropylmalate dehydrogenases
JW5294,ECK1800,b1802,yeaW,yeaW,,108.0,1.2,52.0,,,,,,,,,,,,,42.5,5.9,pc,predicted 2Fe-2S cluster-containing protein,Cytoplasmic,,50022; ISP domain 55961; Bet v1-like
JW1792,ECK1801,b1803,yeaX,yeaX,,71.0,0.6,21.0,,,,,,,,,,,,,35.6,5.8,pe,predicted oxidoreductase,Cytoplasmic,,"52343; Ferredoxin reductase-like, C-terminal NADP-linked domain 54292; 2Fe-2S ferredoxin-like 63380; Riboflavin synthase domain-like"
JW1803,ECK1812,b1814,sdaA,sdaA,,71.0,1.4,67.0,,,,,,,,,,,,,48.8,5.6,e,L-serine deaminase I,Cytoplasmic,,
JW1805,ECK1814,b1816,yoaE,yoaE,borG,11.0,0.6,36.0,,,,,,,,,,,,,56.5,5.0,pm,fused predicted membrane proteins,Integral Membrane Protein,,54631; CBS-domain
JW1806,ECK1815,b1817,manX,manX,gptB -!- mpt -!- ptsL -!- ptsM -!- ptsX,94.0,1.6,55.0,,,,,,,,,,,,,35.0,6.7,t,fused mannose-specific PTS enzyme IIAB components,Cytoplasmic,,"53062; IIA domain of mannose transporter, IIA-Man 52728; Fructose permease, subunit IIb"
JW5301,ECK1834,b1835,yebU,yebU,,49.0,0.7,35.0,,,,,,,,,,,,,53.2,5.9,pe,predicted methyltransferase,Cytoplasmic,,53335; S-adenosyl-L-methionine-dependent methyltransferases
JW1843,ECK1855,b1854,pykA,pykA,,44.0,1.7,89.0,,,,,,,,,,,,,51.3,7.0,e,pyruvate kinase II,Cytoplasmic,,"50800; PK beta-barrel domain-like 51621; Phosphoenolpyruvate/pyruvate domain 52935; Pyruvate kinase, C-terminal domain"
JW1844,ECK1856,b1855,lpxM,lpxM,mlt -!- msbB -!- waaN,17.0,0.8,28.0,,,,,,,,,,,,,37.4,10.2,e,myristoyl-acyl carrier protein (ACP)-dependent acyltransferase,Membrane Anchored,,
JW5831,ECK1858,b1857,znuA,znuA,yebL -!- yzzP,85.0,1.0,33.0,,,,,,,,,,,,,33.7,6.1,t,zinc transporter subunit periplasmic-binding component of ABC superfamily,Periplasmic,,53807; Helical backbone
JW1849,ECK1861,b1860,ruvB,ruvB,,31.0,1.0,38.0,,,,,,,,,,,,,37.1,5.5,e,"ATP-dependent DNA helicase, component of RuvABC resolvasome",Cytoplasmic,,46785; Winged helix 52540; P-loop containing nucleotide triphosphate hydrolases
JW1860,ECK1872,b1871,yecP,yecP,,4.0,1.3,50.0,8.38,28.7,78.59,56.09,1.304,0.931,1.241,1.253,48.21,34.41,45.89,46.33,36.97,6.7,pe,predicted methyltransferase,Cytoplasmic,,53335; S-adenosyl-L-methionine-dependent methyltransferases
JW1862,ECK1874,b1873,torY,torY,yecK,45.0,0.6,25.0,,,,,,,,,,,,,40.2,6.3,c,"TMAO reductase III (TorYZ), cytochrome c-type subunit",Periplasmic with N-terminal Membrane Anchor,,48695; Multiheme cytochromes
JW1872,ECK1884,b1883,cheB,cheB,,9.0,1.4,52.0,19.35,26.97,81.21,20.1,1.387,1.672,2.279,8.313,51.92,62.58,85.31,311.18,37.435,8.68,r,"fused chemotaxis regulator protein-glutamate methylesterase, in two-component regulatory system with CheA",Cytoplasmic,,"52172; CheY-like 52738; Methylesterase CheB, C-terminal domain"
JW1888,ECK1898,b1900,araG,araG,,38.0,0.3,18.0,,,,,,,,,,,,,55.0,6.4,t,fused L-arabinose transporter subunits ATP-binding components of ABC superfamily,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases 52540; P-loop containing nucleotide triphosphate hydrolases
JW1889,ECK1899,b1901,araF,araF,,87.0,2.6,91.0,,,,,,,,,,,,,35.5,7.4,t,L-arabinose transporter subunit periplasmic-binding component of ABC superfamily,Periplasmic,5ABP,53822; Periplasmic binding protein-like I
JW5313,ECK1918,b1919,yedO,yedO,dcyD,10.0,1.7,60.0,6.14,18.28,67.07,50.8,1.665,1.428,1.584,1.566,58.47,50.12,55.62,54.98,35.106,5.4,e,"D-cysteine desulfhydrase, PLP-dependent",Cytoplasmic,,53686; Tryptophan synthase beta subunit-like PLP-dependent enzymes
JW1908,ECK1922,b1923,fliC,fliC,flaF -!- hag -!- H,80.0,1.1,59.0,,,,,,,,,,,,,51.2,4.6,s,flagellar filament structural protein (flagellin),Cytoplasmic,,64518; F41 fragment of flagellin
JW1923,ECK1937,b1939,fliG,fliG,flaBII -!- flaAII 2 -!- flaAII.2,81.0,2.3,85.0,,,,,,,,,,,,,36.7,4.8,cp,flagellar motor switching and energizing component,Cytoplasmic,,48029; FliG C-terminal domain
JW1929,ECK1943,b1945,fliM,fliM,cheC -!- flaA -!- QII -!- cheC2 -!- fla AII -!- fla QII -!- flaAII -!- flaQII,58.0,0.3,11.0,,,,,,,,,,,,,37.8,6.1,cp,flagellar motor switching and energizing component,Cytoplasmic,,
JW1944,ECK1959,b1961,dcm,dcm,mec,43.0,0.2,9.0,,,,,,,,,,,,,53.4,8.8,e,DNA cytosine methylase,Cytoplasmic,,53335; S-adenosyl-L-methionine-dependent methyltransferases
JW1951,ECK1964,b1968,yedV,yedV,,13.0,0.5,26.0,,,,,,,,,,,,,50.8,7.9,pr,predicted sensory kinase in two-component regulatory system with YedW,Membrane Anchored,,47384; Homodimeric domain of signal transducing histidine kinase 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW1954,ECK1967,b1971,yedY,yedY,,7.0,0.5,19.0,,,,,,,,,,,,,37.3,9.7,pe,predicted reductase,Periplasmic,,"56524; Sulfite oxidase, middle catalytic domain"
JW1969,ECK1986,b1991,cobT,cobT,,52.0,0.9,33.0,,,,,,,,,,,,,36.9,6.0,e,nicotinate-nucleotide dimethylbenzimidazole-P phophoribosyl transferase,Cytoplasmic,,"52733; Nicotinate mononucleotide:5,6-dimethylbenzimidazole phosphoribosyltransferase (C"
JW1983,ECK1994,b2001,yeeR,yeeR,,10.0,0.3,16.0,,,,,,,,,,,,,57.2,6.3,h,CP4-44 prophage; predicted membrane protein,Integral Membrane Protein,,
JW1993,ECK2005,b2011,sbcB,sbcB,xonA -!- cpeA,11.0,1.0,54.0,19.09,24.5,75.41,96.26,0.864,0.873,1.059,1.037,47.04,47.51,57.66,56.45,54.438,5.86,e,exonuclease I,Cytoplasmic,1FXX,53098; Ribonuclease H-like
JW2002,ECK2015,b2020,hisD,hisD,,91.0,0.8,36.0,,,,,,,,,,,,,46.1,5.5,e,bifunctional histidinal dehydrogenase histidinol dehydrogenase,Cytoplasmic,1K75,53720; ALDH-like
JW2004,ECK2017,b2022,hisB,hisB,,67.0,0.8,32.0,,,,,,,,,,,,,40.2,6.3,e,fused histidinol-phosphatase imidazoleglycerol-phosphate dehydratase,Cytoplasmic,,56784; HAD-like
JW2011,ECK2024,b2029,gnd,gnd,,90.0,0.8,39.0,,,,,,,,,,,,,51.4,5.4,e,"gluconate-6-phosphate dehydrogenase, decarboxylating",Cytoplasmic,,48179; 6-phosphogluconate dehydrogenase C-terminal domain-like 51735; NAD(P)-binding Rossmann-fold domains
JW2019,ECK2028,b2034,wbbI,wbbI,yefG,15.0,0.4,14.0,11.75,27.7,68.65,84.2,0.505,0.45,0.519,0.43,19.04,16.95,19.56,16.23,37.716,6.56,o,conserved protein,Cytoplasmic,,
JW2026,ECK2035,b2041,rfbB,rfbB,som -!- rmlB,23.0,0.6,25.0,24.67,64.74,80.31,91.02,0.623,0.539,0.689,0.566,25.26,21.84,27.91,22.93,40.513,5.96,e,"dTDP-glucose 4,6 dehydratase, NAD(P)-binding",Cytoplasmic,,51735; NAD(P)-binding Rossmann-fold domains
JW2038,ECK2047,b2053,gmd,gmd,yefA -!- yefN,4.0,1.0,43.0,6.34,17.54,41.65,83.39,1.437,1.404,1.724,1.652,60.35,58.98,72.39,69.41,42.002,6.26,e,"GDP-D-mannose dehydratase, NAD(P)-binding",Cytoplasmic,1DB3,51735; NAD(P)-binding Rossmann-fold domains
JW5338,ECK2070,b2074,mdtA,mdtA,yegM,38.0,1.3,57.0,,,,,,,,,,,,,44.4,9.6,t,"multidrug efflux system, subunit A",Membrane Anchored,,"56954; Integral outer membrane protein TolC, efflux pump component"
JW2063,ECK2074,b2078,baeS,baeS,,31.0,0.5,27.0,,,,,,,,,,,,,51.9,8.2,r,sensory histidine kinase in two-component regulatory system with BaeR,Integral Membrane Protein,,47384; Homodimeric domain of signal transducing histidine kinase 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW2082,ECK2088,b2095,gatZ,gatZ,,7.0,0.4,21.0,6.36,14.4,17.89,69.07,0.721,0.79,1.042,0.865,33.91,37.18,49.05,40.7,47.055,5.92,e,"D-tagatose 1,6-bisphosphate aldolase 2, subunit",Cytoplasmic,,
JW1055,ECK1053,b1068,mviM,mviM,yceM,5.0,1.7,56.0,,,,,,,,,,,,,33.7,7.6,pe,"predicted oxidoreductase, NAD(P)-binding Rossmann-fold domain",Periplasmic,,51735; NAD(P)-binding Rossmann-fold domains
JW1059,ECK1057,b1072,flgA,flgA,flaU,12.0,1.9,45.0,,,,,,,,,,,,,23.5,10.9,s,assembly protein for flagellar basal-body periplasmic P ring,Periplasmic,,
JW1064,ECK1062,b1077,flgF,flgF,flaX -!- fla FVI,102.0,1.9,49.0,,,,,,,,,,,,,25.9,5.9,s,flagellar component of cell-proximal portion of basal-body rod,Periplasmic,,
JW1065,ECK1063,b1078,flgG,flgG,flaL -!- fla FVII,79.0,1.7,47.0,,,,,,,,,,,,,27.7,5.8,s,flagellar component of cell-distal portion of basal-body rod,Periplasmic,,
JW5153,ECK1064,b1079,flgH,flgH,flaY -!- fla FVIII,25.0,1.2,29.0,,,,,,,,,,,,,24.6,9.0,s,flagellar protein of basal-body outer-membrane L ring,Outer Membrane Lipoprotein,,
JW5155,ECK1072,b1087,yceF,yceF,,84.0,1.8,39.0,,,,,,,,,,,,,21.7,6.7,d,predicted protein,Cytoplasmic,,52972; Maf/Ham1
JW5157,ECK1091,b1105,ycfM,ycfM,,97.0,1.4,32.0,,,,,,,,,,,,,22.5,8.0,pm,predicted outer membrane lipoprotein,Outer Membrane Lipoprotein,,
JW1092,ECK1092,b1106,ycfN,ycfN,,9.0,1.1,37.0,24.07,112.02,76.15,76.64,1.108,1.044,1.193,1.103,35.88,33.8,38.63,35.72,32.379,10.39,e,thiamin kinase,Cytoplasmic,,56112; Protein kinase-like (PK-like)
JW5158,ECK1094,b1108,ycfP,ycfP,,24.0,1.1,23.0,12.7,20.37,52.24,57.92,1.977,1.874,2.165,1.904,41.93,39.74,45.92,40.38,21.207,6.81,o,conserved protein,Cytoplasmic,,53474; alpha/beta-Hydrolases
JW5162,ECK1103,b1117,lolD,lolD,ycfV,26.0,2.0,50.0,31.0,36.49,81.66,107.56,3.469,2.933,3.689,2.907,88.18,74.55,93.77,73.88,25.417,8.6,t,outer membrane-specific lipoprotein transporter subunit ATP-binding component of ABC superfamily,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases
JW1105,ECK1105,b1119,ycfX,ycfX,,20.0,1.0,34.0,27.78,37.98,91.38,89.03,1.333,1.204,1.447,1.572,43.99,39.75,47.76,51.87,33.003,5.96,pr,predicted DNA-binding transcriptional regulator,Cytoplasmic,,53067; Actin-like ATPase domain
JW5165,ECK1118,b1132,hflD,hflD,ycfC -!- hslZ,19.0,2.0,45.0,21.21,56.76,65.34,72.68,2.842,2.348,2.808,2.455,65.17,53.85,64.39,56.29,22.931,9.97,pr,predicted lysogenization regulator,Cytoplasmic,1SDI,
JW5169,ECK1132,b1146,ymfT,ymfT,,102.0,5.7,42.0,,,,,,,,,,,,,7.4,10.1,h,e14 prophage; predicted DNA-binding transcriptional regulator,Cytoplasmic,,47413; lambda repressor-like DNA-binding domains
JW1131,ECK1131,b1145,ymfK,ymfK,,100.0,0.5,11.0,,,,,,,,,,,,,25.1,7.2,h,e14 prophage; repressor protein phage e14,Cytoplasmic,,51306; LexA/Signal peptidase
JW1133,ECK1133,b1147,ymfL,ymfL,,21.0,1.1,23.0,14.52,25.88,28.04,22.93,3.011,2.577,2.525,3.069,62.21,53.25,52.18,63.43,20.665,5.72,h,e14 prophage; predicted DNA-binding transcriptional regulator,Cytoplasmic,,
JW5170,ECK1138,b1152,ymfP,ymfP,,54.0,2.0,46.0,,,,,,,,,,,,,23.5,5.6,h,e14 prophage; conserved protein,Cytoplasmic,,
JW1139,ECK1139,b1153,ymfQ,ymfQ,,12.0,1.7,38.0,12.19,19.27,37.67,39.77,2.992,2.312,3.773,2.577,64.67,49.97,81.56,55.7,21.616,6.27,h,e14 prophage; conserved protein,Cytoplasmic,,
JW1140,ECK1140,b1154,ycfK,ycfK,,26.0,2.7,60.0,26.08,38.07,39.68,94.52,3.518,2.545,3.475,3.415,77.38,55.96,76.42,75.11,21.994,6.81,h,e14 prophage; predicted protein,Cytoplasmic,,
JW1142,ECK1142,b1156,tfaE,tfaE,ycfA,113.0,0.9,20.0,,,,,,,,,,,,,21.6,5.0,h,e14 prophage; predicted tail fiber assembly protein,Cytoplasmic,,
JW5172,ECK1143,b1157,stfE,stfE,ycfE,51.0,1.0,19.0,,,,,,,,,,,,,19.3,6.5,h,e14 prophage; predicted side tail fiber protein fragment (pseudogene),Cytoplasmic,,69349; Phage fibre proteins
